Dataset,Vocabulary,Exempt_Mode,Model_ID,SARI_Avg,SARI_Median,SARI_Min,SARI_Max,SARI_P90,BLEU_Avg,BLEU_Median,BLEU_Min,BLEU_Max,BLEU_P90,METEOR_Avg,METEOR_Median,METEOR_Min,METEOR_Max,METEOR_P90,BERTScore_Avg,BERTScore_Median,BERTScore_Min,BERTScore_Max,BERTScore_P90,Jaccard_Similarity_Avg,Jaccard_Similarity_Median,Jaccard_Similarity_Min,Jaccard_Similarity_Max,Jaccard_Similarity_P90,Cosine_Similarity_Avg,Cosine_Similarity_Median,Cosine_Similarity_Min,Cosine_Similarity_Max,Cosine_Similarity_P90,Compression_Ratio_Avg,Compression_Ratio_Median,Compression_Ratio_Min,Compression_Ratio_Max,Compression_Ratio_P90
turk_corpus,vocab_1300.txt,none,BYT5,22.4966,23.0863,8.5612,33.2918,29.2187,0.6651,0.0,0.0,6.4117,2.447,1.9857,0.0,0.0,34.4849,5.2698,64.8985,64.7751,49.8677,80.0202,69.5457,1.6785,0.0,0.0,25.0,6.4946,64.1625,63.8154,50.1275,82.9678,70.9371,1.0356,0.8824,0.0192,5.5,1.8778
asset,vocab_1300.txt,none,BYT5,24.0443,24.1869,14.0859,30.9609,27.6968,0.8146,0.0,0.0,9.1638,2.6441,2.2856,0.0,0.0,30.5473,6.1779,65.2967,65.2698,54.4434,81.3706,70.1091,1.0079,0.0,0.0,13.0435,4.5887,63.4632,63.2061,49.1321,82.1217,69.9858,0.9745,0.8421,0.0294,3.2632,1.7169
sick,vocab_1300.txt,none,BYT5,26.0493,28.639,3.5836,39.359,32.2439,0.3725,0.0,0.0,4.7536,2.0244,1.388,0.0,0.0,29.0404,5.3191,65.3191,65.0795,56.3681,83.8037,70.7948,2.6464,0.0,0.0,30.0,10.0,66.1227,65.6148,55.285,87.3442,73.1051,1.7282,1.5833,0.5,4.1429,2.5571
turk_corpus,vocab_1300.txt,none,EMB_SUB,23.9967,24.4958,9.4956,42.9951,30.3533,3.544,2.9172,0.0,17.7784,7.1832,11.8574,9.9253,0.0,47.5411,24.0105,70.8295,70.9367,54.822,84.1629,75.6983,9.3543,8.3333,0.0,38.0952,18.75,70.137,70.3649,53.2915,87.9867,75.3312,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1300.txt,none,EMB_SUB,25.5789,25.8231,14.0859,39.9207,29.5336,3.8724,3.2186,0.0,17.7784,7.4956,13.017,10.745,0.0,53.7876,25.4399,71.1214,71.1706,60.0857,85.2156,75.8794,6.3248,5.4054,0.0,25.0,14.3915,68.9276,68.9916,50.7336,83.5457,74.1654,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1300.txt,none,EMB_SUB,28.1359,29.6059,7.7503,41.2945,34.9015,3.8477,3.7374,0.0,28.0395,6.8983,10.4319,8.8891,0.0,56.9863,21.3095,72.7156,72.6234,64.6877,83.5184,77.7529,20.5422,20.0,0.0,46.6667,33.3333,75.0275,74.6683,66.9068,90.2761,79.6041,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1400.txt,english_stopwords,MLM,31.9713,31.3754,13.1531,58.314,40.9576,17.71,13.9508,1.278,79.5271,36.6842,45.5473,45.04,11.811,85.3462,66.4101,82.274,82.3639,67.9312,95.3697,88.744,36.0327,36.0,10.0,87.5,50.0,85.1433,85.7345,70.5447,98.3726,91.3658,0.943,0.9444,0.6897,1.0,1.0
asset,vocab_1400.txt,english_stopwords,MLM,33.9372,32.9241,20.6529,55.1822,42.3973,18.7921,15.0717,3.3165,82.8966,37.5723,47.0429,46.4876,14.5349,89.6518,64.4635,82.51,82.421,67.6386,96.9495,88.7593,27.1361,25.641,3.8462,65.0,41.7949,82.4806,82.77,61.6007,96.4051,89.2411,0.9306,0.9444,0.3,2.6,1.1459
sick,vocab_1400.txt,english_stopwords,MLM,29.8781,29.1793,2.0833,73.3929,41.8361,14.6625,9.8745,0.0,88.0112,36.0006,38.0885,35.4938,0.0,89.9383,71.1216,83.5492,83.0982,65.7794,97.2197,91.473,58.7709,59.4118,18.1818,100.0,77.8571,91.8574,92.5166,76.2766,100.0,96.9615,0.9667,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1400.txt,english_stopwords,T5,24.9295,24.7225,8.5612,46.1305,33.6617,1.2473,0.0045,0.0,17.0597,3.2332,8.2637,3.937,0.0,50.9044,23.6247,63.3169,62.9177,44.5291,87.4513,75.1427,7.0413,0.0,0.0,41.9355,21.6451,62.1342,61.5296,41.6174,88.8444,75.1061,2.0555,1.7222,0.0286,10.3333,4.7692
asset,vocab_1400.txt,english_stopwords,T5,26.5892,25.922,14.0859,49.2899,33.423,1.4676,0.5845,0.0,14.5932,4.2751,9.1554,5.4945,0.0,52.5465,25.2251,63.9176,63.2066,44.9343,87.5004,75.6377,6.2069,0.0,0.0,41.9355,18.1818,61.2607,61.091,41.6174,85.7134,73.1642,1.9744,1.8182,0.0294,10.5,4.3714
sick,vocab_1400.txt,english_stopwords,T5,26.0357,28.294,3.5836,46.0941,32.293,0.2222,0.0,0.0,11.1149,0.5845,1.692,0.0,0.0,36.7706,4.0673,59.3625,56.6305,49.6119,82.8901,68.2714,2.7219,0.0,0.0,52.9412,7.7564,62.2253,60.4689,52.6443,86.6316,69.1022,0.6362,0.1111,0.0476,7.625,2.125
turk_corpus,vocab_1400.txt,english_stopwords,BYT5,26.2076,26.3164,9.9666,54.1748,33.952,3.8434,2.3901,0.0,46.3531,7.9898,13.5555,10.6383,0.0,53.0952,26.1918,68.6784,68.7499,52.9085,88.7363,75.264,12.8308,11.1111,0.0,57.1429,26.1327,69.2299,68.8386,47.195,93.3362,79.4086,1.5793,1.4,0.0192,7.5,2.7214
asset,vocab_1400.txt,english_stopwords,BYT5,27.6851,27.1564,16.2121,44.428,33.6155,4.1622,2.8265,0.0,45.6741,9.1556,15.0437,11.9617,0.0,53.3356,29.8611,69.1646,69.1507,54.3269,88.346,75.7792,10.7906,9.0909,0.0,57.1429,22.2222,67.9499,67.7484,46.7876,87.6344,77.4784,1.4911,1.3333,0.0294,5.0,2.4123
sick,vocab_1400.txt,english_stopwords,BYT5,30.1021,30.9035,3.3333,62.6984,39.8477,2.8224,1.6504,0.0,20.8633,6.604,15.4327,10.6763,0.0,65.7895,37.3669,72.0851,72.4641,57.0622,88.1429,80.1816,25.1476,25.0,0.0,80.0,50.0,75.8748,76.7021,55.417,88.9462,85.1995,2.6355,2.4226,0.8667,8.25,4.0
turk_corpus,vocab_1400.txt,english_stopwords,EMB_SUB,31.6939,30.9748,12.4865,55.1367,40.6583,15.5467,11.6333,1.1777,75.9836,32.2693,41.2692,41.1656,7.5188,85.5159,63.3305,78.1762,78.0035,64.6935,94.102,85.6919,35.8841,34.7826,13.3333,82.3529,50.0,79.746,79.9477,61.0677,97.6311,87.9149,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1400.txt,english_stopwords,EMB_SUB,33.5303,32.6498,19.9096,54.4782,41.6488,16.3307,12.7882,1.4252,75.9836,32.7817,42.0996,41.0584,8.2645,84.0262,61.6225,78.3389,78.3353,63.2151,94.102,85.5085,26.4854,25.0,0.0,71.4286,41.1765,76.9861,77.0673,55.8155,94.2927,84.9806,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1400.txt,english_stopwords,EMB_SUB,29.4709,28.7103,2.0833,66.6667,41.4689,14.3295,8.9377,0.0,75.9836,35.5439,37.6181,33.8782,0.0,99.8542,71.1496,82.3393,82.055,67.7216,97.3863,89.9422,58.9749,60.0,27.2727,100.0,77.7778,90.1152,90.212,76.0778,100.0,95.7361,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1400.txt,none,MLM,24.0218,24.6868,9.7987,39.8446,30.4359,4.808,4.0916,0.0,18.7983,8.3072,16.677,14.8936,3.6232,49.6224,27.1429,75.4427,75.8455,60.3501,89.1998,80.4708,8.4261,7.4074,0.0,34.7826,17.4425,75.9461,76.6223,59.1963,89.552,82.1274,0.8433,0.8571,0.4091,1.0,0.9505
asset,vocab_1400.txt,none,MLM,25.5629,25.661,14.0859,38.8228,29.641,5.0916,4.2663,1.2302,21.1421,8.9003,18.0349,15.873,4.5872,63.0252,30.5149,75.8654,76.1945,63.0569,89.6616,80.9535,6.1584,5.5556,0.0,23.0769,13.3333,74.6462,75.3925,55.0074,88.1991,80.9465,0.8327,0.8485,0.2,2.1333,1.0376
sick,vocab_1400.txt,none,MLM,27.9031,29.6011,5.8824,41.7937,35.1859,4.0133,3.7478,0.0,28.0395,7.215,10.9042,10.3807,0.0,42.0635,21.2963,76.8554,76.999,62.4829,88.6233,81.7622,16.492,15.7895,0.0,44.4444,28.5714,80.5244,80.8111,69.9855,90.6588,84.9961,0.8758,0.875,0.5,1.0,1.0
turk_corpus,vocab_1400.txt,none,T5,22.2849,22.7911,8.5612,46.9946,28.8657,0.2102,0.0,0.0,14.1179,0.5845,1.6086,0.0,0.0,40.4348,4.2373,58.9009,58.801,44.5291,86.7866,65.168,0.508,0.0,0.0,38.0952,0.0,58.2168,58.3137,41.6174,89.64,65.0865,0.7681,0.125,0.0222,7.75,2.8412
asset,vocab_1400.txt,none,T5,23.856,23.9537,14.0859,30.9609,27.4946,0.3054,0.0,0.0,14.7763,0.6951,1.9187,0.0,0.0,33.3686,5.4945,59.5516,59.5085,44.9343,87.2582,66.0689,0.1887,0.0,0.0,12.5,0.0,57.5282,57.6716,41.6174,87.7057,64.3671,0.7457,0.1176,0.027,7.625,2.7111
sick,vocab_1400.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4182,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4263,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
turk_corpus,vocab_1400.txt,none,BYT5,22.4724,23.0324,8.5612,33.2918,29.2187,0.6441,0.0,0.0,6.4117,2.4075,1.9755,0.0,0.0,34.4849,5.3126,64.8688,64.8032,49.8677,80.0202,69.7515,1.5692,0.0,0.0,25.0,6.0985,64.0791,63.7754,50.1275,82.9678,70.8777,1.0478,0.8889,0.0192,5.5,1.8889
asset,vocab_1400.txt,none,BYT5,24.0329,24.1403,14.0859,30.9609,27.6003,0.7833,0.0,0.0,9.1638,2.628,2.2112,0.0,0.0,30.5473,5.8548,65.242,65.2129,53.7781,81.3706,69.8506,0.9462,0.0,0.0,13.0435,4.5455,63.448,63.2067,49.1321,82.1217,69.9627,0.9863,0.85,0.0294,3.5294,1.7143
sick,vocab_1400.txt,none,BYT5,26.0421,28.4145,3.5836,39.359,32.2509,0.3658,0.0,0.0,4.2377,2.0244,1.3091,0.0,0.0,29.0404,4.9554,65.3627,65.3059,56.3681,81.2233,70.6838,2.8237,0.0,0.0,30.0,10.0,66.1807,65.9675,55.285,87.3442,72.6606,1.7204,1.5833,0.5,4.1429,2.5556
turk_corpus,vocab_1400.txt,none,EMB_SUB,24.0217,24.5565,9.4956,42.9951,30.34,3.5934,3.0098,0.0,17.7784,7.451,11.9971,9.9438,0.0,47.5411,24.6038,70.9054,71.1149,54.822,84.1629,75.9857,9.4858,8.3333,0.0,36.3636,18.75,70.2348,70.4272,53.2915,87.9867,75.4695,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1400.txt,none,EMB_SUB,25.6051,25.8427,14.0859,39.7736,29.5332,3.9192,3.2342,0.0,17.7784,7.5055,13.1822,10.745,0.0,53.7876,26.6299,71.2147,71.2567,60.0857,85.2156,75.9344,6.4315,5.5556,0.0,25.0,14.3915,69.015,69.0264,50.7336,83.5457,74.1538,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1400.txt,none,EMB_SUB,28.1227,29.5726,7.7503,41.2945,34.9015,3.8597,3.7374,0.0,28.0395,6.8983,10.6139,9.1603,0.0,56.9863,22.0348,72.7312,72.6234,64.6877,83.5184,77.7529,20.6068,20.0,0.0,46.6667,33.3333,75.1027,74.8829,66.9068,90.2761,79.6741,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1500.txt,english_stopwords,MLM,32.0038,31.3842,13.1531,58.314,40.9851,17.9399,14.2961,1.278,79.5271,36.7916,45.8555,45.6349,11.811,85.3462,66.6439,82.4175,82.5111,67.9312,95.3697,89.1084,36.3489,36.3636,10.0,87.5,50.0,85.309,85.8458,68.6069,98.3726,91.5918,0.9432,0.9444,0.6897,1.0,1.0
asset,vocab_1500.txt,english_stopwords,MLM,34.011,33.0299,20.6529,55.1822,42.3973,19.0708,15.4643,3.3165,82.8966,37.9939,47.3863,47.3251,14.5349,89.6518,64.4635,82.6389,82.7276,67.6386,96.9495,88.8161,27.399,25.9259,3.8462,65.0,42.5108,82.6329,82.9149,61.6007,96.4051,89.3807,0.9307,0.9444,0.3,2.6,1.1459
sick,vocab_1500.txt,english_stopwords,MLM,29.799,29.1613,2.0833,73.3929,41.8361,14.6555,9.8745,0.0,88.0112,36.0006,38.1426,35.4938,0.0,89.9383,71.1216,83.5842,83.1335,65.7794,97.2197,91.6753,58.8303,59.4118,18.1818,100.0,77.8571,91.9195,92.615,76.2766,100.0,96.9615,0.9669,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1500.txt,english_stopwords,T5,24.8844,24.5339,8.5612,49.945,33.7511,1.21,0.0017,0.0,17.0597,3.1795,8.1431,3.6765,0.0,50.9044,23.6693,63.2352,62.8578,44.5291,87.1195,75.1427,6.9379,0.0,0.0,41.9355,21.8902,62.0245,61.4386,41.6174,88.8444,75.1061,2.0425,1.7143,0.0286,10.1667,4.7692
asset,vocab_1500.txt,english_stopwords,T5,26.5661,25.816,14.0859,49.2899,33.423,1.4774,0.5845,0.0,14.5932,4.2751,8.9928,5.0,0.0,48.8167,25.2251,63.8419,63.0208,44.9343,87.5004,75.6865,6.0797,0.0,0.0,41.9355,18.355,61.1455,60.9964,41.6174,85.7134,73.1642,1.9634,1.7714,0.0294,10.5,4.4286
sick,vocab_1500.txt,english_stopwords,T5,26.0376,28.3529,3.5836,46.0941,32.3155,0.2302,0.0,0.0,11.1149,0.5845,1.6956,0.0,0.0,33.7879,4.6864,59.4013,56.6305,49.6119,83.3684,68.4114,2.841,0.0,0.0,52.9412,8.4091,62.2626,60.4689,52.6443,90.5264,69.1439,0.6419,0.1111,0.0476,7.625,2.125
turk_corpus,vocab_1500.txt,english_stopwords,BYT5,26.1822,26.3211,9.9666,54.1748,33.9184,3.8467,2.4075,0.0,46.3531,7.9898,13.5342,11.075,0.0,53.0952,26.1918,68.7227,68.8451,52.9085,88.7363,75.264,12.8546,11.1111,0.0,57.1429,26.1327,69.2884,68.9933,47.195,93.3362,79.4086,1.5696,1.3913,0.0192,7.5,2.6762
asset,vocab_1500.txt,english_stopwords,BYT5,27.7003,27.1157,16.2121,44.428,33.6584,4.1747,2.8892,0.0,45.6741,8.9881,15.1936,12.0192,0.0,53.3356,29.9796,69.2212,69.1872,54.3269,88.346,75.7792,10.8084,9.0909,0.0,57.1429,22.2222,67.9918,67.9185,46.7876,87.6344,77.4504,1.4819,1.3158,0.0294,5.0,2.4
sick,vocab_1500.txt,english_stopwords,BYT5,29.9968,30.7392,3.3333,62.6984,39.5742,2.8299,1.6504,0.0,20.8633,6.7602,15.4103,10.336,0.0,65.7895,37.3669,72.0985,72.1408,57.0622,88.1429,80.2084,25.4864,25.0,0.0,80.0,50.0,76.0476,76.7524,55.417,88.9462,85.1995,2.6379,2.4365,0.8667,8.25,4.0
turk_corpus,vocab_1500.txt,english_stopwords,EMB_SUB,31.7211,31.0865,12.4865,55.1367,40.751,15.7799,11.7312,1.1777,75.9836,33.2483,41.6002,41.6667,7.8947,85.5159,63.3305,78.4268,78.5019,64.6935,94.102,85.8576,36.1925,35.2941,13.3333,82.3529,50.0,80.0033,80.088,61.0677,97.6311,88.1271,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1500.txt,english_stopwords,EMB_SUB,33.5829,32.6943,19.9096,54.4782,41.816,16.6212,12.9758,1.4252,75.9836,32.9536,42.4485,41.6667,8.2645,84.0262,61.6225,78.5772,78.5611,63.0253,94.102,85.6914,26.7306,25.0,0.0,71.4286,41.2745,77.2424,77.4575,55.8155,94.2927,85.0566,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1500.txt,english_stopwords,EMB_SUB,29.4266,28.5076,2.0833,66.6667,41.4689,14.3295,8.9377,0.0,75.9836,35.5439,38.1914,34.2091,0.0,99.8542,71.4619,82.4736,82.0355,67.7216,97.3863,90.3804,59.0465,60.0,27.2727,100.0,77.7778,90.3265,90.8085,76.0778,100.0,95.6975,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1500.txt,none,MLM,24.0522,24.7178,9.8043,39.8446,30.6694,4.8638,4.1411,0.0,18.7983,8.3741,16.9128,15.1202,3.6232,49.6224,27.4181,75.5336,75.8842,60.3501,89.1998,80.509,8.5862,7.6923,0.0,34.7826,17.4425,76.0724,76.9012,59.1963,89.552,82.3229,0.844,0.8636,0.4091,1.0,0.9549
asset,vocab_1500.txt,none,MLM,25.5942,25.7118,14.0859,38.8228,29.7066,5.1585,4.3343,1.2302,21.1421,8.9256,18.3595,16.2602,4.5872,63.0252,30.9436,75.9661,76.5222,63.0569,89.6616,81.1645,6.3219,5.7143,0.0,27.2727,13.3333,74.7652,75.4594,55.0074,88.1991,80.9864,0.8335,0.85,0.2,2.1333,1.0443
sick,vocab_1500.txt,none,MLM,27.899,29.6344,5.8824,41.7937,35.1859,4.0148,3.7478,0.0,28.0395,7.215,10.9157,10.3448,0.0,42.0635,21.2963,76.8758,76.9934,62.4829,88.6233,81.7568,16.4961,15.7895,0.0,44.4444,28.5714,80.5546,80.8012,69.9855,90.6588,84.9961,0.877,0.875,0.5,1.0,1.0
turk_corpus,vocab_1500.txt,none,T5,22.4458,22.9879,8.5612,48.4116,29.1294,0.32,0.0,0.0,8.5153,0.8294,1.9998,0.0,0.0,27.0348,5.0169,59.8154,60.4423,44.5291,82.7179,66.1203,1.0627,0.0,0.0,36.3636,4.1667,59.168,59.4561,41.6174,84.0951,65.6701,0.9879,0.25,0.0278,7.75,3.1757
asset,vocab_1500.txt,none,T5,24.0157,24.1061,14.0859,33.3599,27.6331,0.4082,0.0,0.0,7.5454,1.5104,2.3925,0.0,0.0,25.702,6.0976,60.4415,60.6876,44.9343,82.9966,67.1187,0.7192,0.0,0.0,12.0,3.4729,58.3518,59.0045,41.6174,80.9065,64.8717,0.9708,0.2381,0.027,6.2,3.0133
sick,vocab_1500.txt,none,T5,25.6631,28.2859,3.5836,41.5215,32.0175,0.0274,0.0,0.0,5.9237,0.0,0.2278,0.0,0.0,32.218,0.0,57.733,56.2484,49.6119,84.171,63.7705,0.3008,0.0,0.0,36.3636,0.0,60.6368,59.6373,52.1692,89.0075,65.937,0.3175,0.1,0.0435,4.4286,0.6036
turk_corpus,vocab_1500.txt,none,BYT5,22.4597,23.0863,8.5612,33.2918,29.2187,0.6354,0.0,0.0,6.4117,2.3445,1.9306,0.0,0.0,34.4849,5.2193,64.8422,64.8032,49.8677,80.0202,69.5462,1.5822,0.0,0.0,25.0,6.0985,64.1078,63.9851,50.1275,82.9678,70.7236,1.0389,0.8824,0.0192,5.5,1.8519
asset,vocab_1500.txt,none,BYT5,24.0241,24.1471,14.0859,30.9609,27.6003,0.784,0.0,0.0,9.1638,2.6441,2.1764,0.0,0.0,30.5473,5.8208,65.2278,65.2698,53.7781,81.3706,69.7129,0.9342,0.0,0.0,14.2857,4.5455,63.4735,63.2689,49.1321,82.1217,69.6537,0.977,0.8485,0.0294,3.5294,1.6667
sick,vocab_1500.txt,none,BYT5,26.043,28.4145,3.5836,39.359,32.2509,0.3647,0.0,0.0,4.2377,1.9907,1.3059,0.0,0.0,29.0404,4.9505,65.3723,65.3413,56.3681,81.2233,70.6838,2.7833,0.0,0.0,30.0,10.0,66.1772,66.0471,55.285,87.3442,72.6339,1.7216,1.5833,0.5,4.1429,2.5556
turk_corpus,vocab_1500.txt,none,EMB_SUB,24.0655,24.6155,9.4956,42.9951,30.4359,3.6612,3.057,0.0,17.7784,7.451,12.3027,10.3093,0.0,47.5411,24.6934,71.059,71.2617,54.822,84.1629,76.0015,9.7102,8.6957,0.0,36.3636,18.8095,70.4133,70.5822,53.2915,87.9867,75.4594,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1500.txt,none,EMB_SUB,25.6456,25.8701,14.0859,39.7736,29.6488,3.994,3.2933,0.0,17.7784,7.5515,13.4774,11.194,0.0,53.7876,27.2647,71.3515,71.3093,60.697,85.2156,75.9894,6.6185,5.7143,0.0,26.087,14.3915,69.1876,69.2484,50.7336,83.5457,74.2519,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1500.txt,none,EMB_SUB,28.1152,29.5726,7.7503,41.2945,34.9015,3.8597,3.7374,0.0,28.0395,6.8983,10.8993,10.0,0.0,56.9863,22.0717,72.8376,72.7537,64.6877,83.5184,77.8885,20.6573,20.0,0.0,46.6667,33.3333,75.2252,74.936,66.9068,90.2761,79.9828,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1600.txt,english_stopwords,MLM,32.0811,31.4335,13.1531,58.314,41.2028,18.1094,14.6409,1.278,79.5271,36.9447,46.0819,45.8848,11.811,85.3462,66.6439,82.5471,82.7968,67.9312,95.3697,89.0031,36.6289,36.6667,10.0,87.5,50.0,85.4236,85.8983,68.1567,98.3726,91.5176,0.9423,0.9444,0.6897,1.0,1.0
asset,vocab_1600.txt,english_stopwords,MLM,34.0703,33.2335,20.6529,55.1822,42.3973,19.3022,15.6197,3.3165,82.8966,38.5084,47.7153,47.7041,14.5349,89.6518,64.4635,82.7702,82.8997,67.6386,96.9495,88.8912,27.5764,25.9259,3.8462,65.0,42.5108,82.7509,83.0638,61.6007,96.4051,89.5509,0.9297,0.9444,0.3,2.6,1.1439
sick,vocab_1600.txt,english_stopwords,MLM,29.7887,29.1017,2.0833,73.3929,41.8361,14.6589,9.8745,0.0,88.0112,36.0006,38.161,35.4938,0.0,89.9383,71.1216,83.601,83.1754,65.7794,97.2197,91.6753,58.8275,59.4118,18.1818,100.0,77.8571,91.9526,92.6176,76.2766,100.0,96.9615,0.9678,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1600.txt,english_stopwords,T5,24.9822,24.868,8.5612,49.945,34.2971,1.25,0.0017,0.0,17.0597,3.4974,8.2609,3.7313,0.0,50.9044,24.2303,63.3097,62.9177,44.5291,87.1195,75.1643,7.0319,0.0,0.0,41.9355,21.9512,62.0931,61.4593,41.6174,88.8444,75.1229,2.0467,1.7143,0.0286,10.1667,4.7692
asset,vocab_1600.txt,english_stopwords,T5,26.6078,25.9052,14.0859,49.2899,33.4913,1.5297,0.5845,0.0,14.5932,4.6942,9.0892,5.0,0.0,48.8167,25.9711,63.9172,63.2066,44.9343,87.5004,75.8727,6.1273,0.0,0.0,41.9355,19.1901,61.2274,61.065,41.6174,85.7134,73.3693,1.9602,1.7714,0.0294,10.5,4.4286
sick,vocab_1600.txt,english_stopwords,T5,26.0376,28.3529,3.5836,46.0941,32.3155,0.2302,0.0,0.0,11.1149,0.5845,1.6956,0.0,0.0,33.7879,4.6864,59.4013,56.6305,49.6119,83.3684,68.4114,2.841,0.0,0.0,52.9412,8.4091,62.2626,60.4689,52.6443,90.5264,69.1439,0.6419,0.1111,0.0476,7.625,2.125
turk_corpus,vocab_1600.txt,english_stopwords,BYT5,26.2293,26.3211,9.9666,54.1748,33.952,3.9058,2.4326,0.0,46.3531,8.4076,13.5865,10.6383,0.0,53.0952,26.1918,68.8132,68.8532,52.9085,88.7363,75.4952,13.0029,11.1111,0.0,57.1429,26.6667,69.4096,68.9392,51.266,93.3362,79.5997,1.565,1.3913,0.0192,7.5,2.6424
asset,vocab_1600.txt,english_stopwords,BYT5,27.7146,27.1564,16.2121,44.428,33.6584,4.2279,2.9556,0.0,45.6741,9.1556,15.256,12.0482,0.0,53.3356,29.8611,69.2962,69.2048,54.3269,88.346,76.0736,10.8613,9.0909,0.0,57.1429,22.2222,68.094,67.9185,50.5284,87.6344,77.5725,1.4781,1.3158,0.0294,5.0,2.4
sick,vocab_1600.txt,english_stopwords,BYT5,29.9754,30.7023,3.3333,62.6984,39.5742,2.8312,1.6504,0.0,20.8633,6.7602,15.4993,10.336,0.0,68.8073,37.5297,72.111,72.1408,57.0622,88.1429,80.301,25.5199,25.0,0.0,80.0,50.0,76.059,76.7524,55.417,88.9462,85.2018,2.6372,2.4226,0.8667,8.25,4.0
turk_corpus,vocab_1600.txt,english_stopwords,EMB_SUB,31.7793,31.1919,12.4865,55.1367,40.9576,15.8985,11.9547,1.1777,75.9836,34.1252,41.9168,41.8944,7.8947,85.5159,63.3305,78.5363,78.675,64.6935,94.102,85.7244,36.418,35.4839,13.3333,82.3529,50.4,80.1357,80.222,62.1376,97.6311,88.3245,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1600.txt,english_stopwords,EMB_SUB,33.6293,32.9241,19.9096,54.4782,41.7575,16.7862,13.2556,1.4252,75.9836,33.3818,42.7757,42.3007,8.2645,84.0262,61.6225,78.6655,78.6721,63.0253,94.102,85.6152,26.8328,25.0,0.0,71.4286,41.2745,77.3605,77.7499,55.8155,94.2927,84.9681,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1600.txt,english_stopwords,EMB_SUB,29.4266,28.5076,2.0833,66.6667,41.4689,14.3295,8.9377,0.0,75.9836,35.5439,38.1596,34.2091,0.0,99.8542,71.4619,82.4783,82.0295,67.7216,97.3863,90.2261,59.0465,60.0,27.2727,100.0,77.7778,90.2822,90.5201,76.0778,100.0,95.6975,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1600.txt,none,MLM,24.0944,24.7719,9.8043,39.8446,30.7423,4.9262,4.2165,0.0,18.7983,8.6396,17.1702,15.3509,3.6232,49.6224,28.1454,75.589,76.0467,60.9122,89.1998,80.5745,8.6888,7.6923,0.0,34.7826,17.6471,76.084,76.9171,59.1963,89.552,82.3229,0.8427,0.8571,0.4091,1.0,0.9505
asset,vocab_1600.txt,none,MLM,25.6297,25.7868,14.0859,38.8228,29.7334,5.2734,4.4569,1.2302,24.3842,9.0789,18.6124,16.6667,4.5872,63.0252,31.2895,76.0304,76.7477,63.0569,89.6616,81.0683,6.3843,5.7143,0.0,27.2727,13.5238,74.7882,75.5834,55.0074,88.1991,80.9864,0.8328,0.8462,0.2,2.1333,1.0443
sick,vocab_1600.txt,none,MLM,27.889,29.6344,5.8824,41.7937,35.1164,4.0144,3.7478,0.0,28.0395,7.215,10.8933,10.3271,0.0,42.0635,21.2963,76.8951,77.0294,62.4829,88.6233,81.7911,16.4703,15.7895,0.0,44.4444,28.5714,80.5745,80.7973,69.9855,90.6588,85.1943,0.876,0.875,0.5,1.0,1.0
turk_corpus,vocab_1600.txt,none,T5,22.4901,22.9943,8.5612,48.4116,29.1294,0.3174,0.0,0.0,8.5153,0.8294,2.0821,0.0,0.0,27.0348,5.1073,59.9367,60.5453,44.5291,82.7179,66.4313,1.1268,0.0,0.0,36.3636,4.2029,59.2894,59.7327,41.6174,84.0951,65.8199,0.9965,0.25,0.0278,7.75,3.1108
asset,vocab_1600.txt,none,T5,24.0179,24.1061,14.0859,30.9609,27.6331,0.4389,0.0,0.0,9.6972,1.5267,2.4708,0.0,0.0,25.702,6.0976,60.5703,60.7047,44.9343,82.9966,67.4557,0.7248,0.0,0.0,12.0,3.5979,58.4525,59.1323,41.6174,80.9065,65.0343,0.9784,0.25,0.027,6.2,3.0
